effect,level,sadness,nostalgia,peacefulness,neutral,tenderness,joyfulActivation,wonder,transcendence,power,tension
phaser,4,0.1702127659574468,0.03829787234042553,0.2851063829787234,0.059574468085106386,0.07659574468085106,0.14042553191489363,0.04680851063829787,0.02127659574468085,0.04680851063829787,0.16595744680851063
phaser,5,0.1574468085106383,0.05531914893617021,0.2936170212765957,0.03829787234042553,0.10212765957446808,0.1702127659574468,0.03404255319148936,0.02127659574468085,0.05106382978723404,0.17446808510638298
phaser,6,0.14893617021276595,0.04680851063829787,0.2765957446808511,0.03404255319148936,0.08085106382978724,0.1702127659574468,0.03829787234042553,0.01276595744680851,0.06808510638297872,0.16595744680851063
phaser,7,0.14893617021276595,0.0425531914893617,0.2765957446808511,0.059574468085106386,0.09787234042553192,0.17446808510638298,0.03829787234042553,0.01702127659574468,0.05106382978723404,0.16595744680851063
phaser,8,0.13191489361702127,0.03829787234042553,0.2936170212765957,0.05531914893617021,0.05531914893617021,0.16595744680851063,0.02127659574468085,0.00851063829787234,0.029787234042553193,0.17446808510638298
phaser,9,0.16170212765957448,0.03404255319148936,0.2680851063829787,0.03404255319148936,0.06382978723404255,0.15319148936170213,0.03404255319148936,0.02553191489361702,0.03404255319148936,0.13617021276595745
phaser,10,0.11914893617021277,0.04680851063829787,0.2978723404255319,0.05531914893617021,0.07234042553191489,0.14042553191489363,0.02553191489361702,0.0,0.029787234042553193,0.1574468085106383
reverb,1,0.10638297872340426,0.02553191489361702,0.28936170212765955,0.04680851063829787,0.04680851063829787,0.13617021276595745,0.059574468085106386,0.01276595744680851,0.0425531914893617,0.12340425531914893
reverb,2,0.10638297872340426,0.02553191489361702,0.3148936170212766,0.059574468085106386,0.05106382978723404,0.16170212765957448,0.06808510638297872,0.01276595744680851,0.05106382978723404,0.11914893617021277
reverb,3,0.09361702127659574,0.01702127659574468,0.3021276595744681,0.02553191489361702,0.03829787234042553,0.13191489361702127,0.06382978723404255,0.01276595744680851,0.059574468085106386,0.14042553191489363
reverb,4,0.1276595744680851,0.029787234042553193,0.2680851063829787,0.03829787234042553,0.04680851063829787,0.14468085106382977,0.059574468085106386,0.01702127659574468,0.05106382978723404,0.13617021276595745
