effect,level,sadness,nostalgia,peacefulness,neutral,tenderness,joyfulActivation,wonder,transcendence,power,tension
chorus,1,0.09787234042553192,0.00851063829787234,0.225531914893617,0.01702127659574468,0.03829787234042553,0.05531914893617021,0.02127659574468085,0.02553191489361702,0.0425531914893617,0.10212765957446808
chorus,2,0.10212765957446808,0.01276595744680851,0.2,0.01276595744680851,0.03404255319148936,0.05106382978723404,0.00851063829787234,0.02127659574468085,0.0425531914893617,0.11914893617021277
chorus,3,0.11063829787234042,0.00851063829787234,0.17446808510638298,0.01276595744680851,0.01276595744680851,0.03829787234042553,0.01276595744680851,0.02127659574468085,0.03404255319148936,0.15319148936170213
chorus,4,0.10638297872340426,0.0,0.16170212765957448,0.00851063829787234,0.01702127659574468,0.03404255319148936,0.00851063829787234,0.01276595744680851,0.01276595744680851,0.17446808510638298
chorus,5,0.11063829787234042,0.00425531914893617,0.1574468085106383,0.01276595744680851,0.00851063829787234,0.029787234042553193,0.00851063829787234,0.01276595744680851,0.00851063829787234,0.1829787234042553
chorus,6,0.0851063829787234,0.0,0.13191489361702127,0.00851063829787234,0.00425531914893617,0.02127659574468085,0.00851063829787234,0.0,0.01276595744680851,0.1829787234042553
chorus,7,0.10212765957446808,0.0,0.13617021276595745,0.01702127659574468,0.00425531914893617,0.02127659574468085,0.0,0.01276595744680851,0.01702127659574468,0.19574468085106383
chorus,8,0.06382978723404255,0.0,0.14468085106382977,0.0,0.01276595744680851,0.01276595744680851,0.00851063829787234,0.01276595744680851,0.01276595744680851,0.17872340425531916
chorus,9,0.08936170212765958,0.0,0.17446808510638298,0.0,0.00425531914893617,0.00851063829787234,0.0,0.01702127659574468,0.02127659574468085,0.15319148936170213
chorus,10,0.0851063829787234,0.00425531914893617,0.14893617021276595,0.01276595744680851,0.0,0.01276595744680851,0.0,0.00851063829787234,0.00425531914893617,0.13191489361702127
delay,1,0.13191489361702127,0.01702127659574468,0.2170212765957447,0.00425531914893617,0.02127659574468085,0.02553191489361702,0.01702127659574468,0.01276595744680851,0.01276595744680851,0.17872340425531916
delay,2,0.13191489361702127,0.01702127659574468,0.2127659574468085,0.0,0.01276595744680851,0.02127659574468085,0.02127659574468085,0.00425531914893617,0.01702127659574468,0.20425531914893616
delay,3,0.16595744680851063,0.01702127659574468,0.19574468085106383,0.00425531914893617,0.01276595744680851,0.01702127659574468,0.02553191489361702,0.00851063829787234,0.00425531914893617,0.18723404255319148
delay,4,0.1702127659574468,0.01702127659574468,0.19148936170212766,0.0,0.029787234042553193,0.01702127659574468,0.04680851063829787,0.00851063829787234,0.0,0.17872340425531916
delay,5,0.1702127659574468,0.01276595744680851,0.20851063829787234,0.0,0.01276595744680851,0.02553191489361702,0.04680851063829787,0.00425531914893617,0.00425531914893617,0.17446808510638298
delay,6,0.17872340425531916,0.00425531914893617,0.20851063829787234,0.0,0.00851063829787234,0.00851063829787234,0.03404255319148936,0.00425531914893617,0.00425531914893617,0.18723404255319148
delay,7,0.16595744680851063,0.00851063829787234,0.2127659574468085,0.0,0.00425531914893617,0.01276595744680851,0.02553191489361702,0.00851063829787234,0.00425531914893617,0.16595744680851063
delay,8,0.17872340425531916,0.00851063829787234,0.18723404255319148,0.0,0.00425531914893617,0.01276595744680851,0.02127659574468085,0.00851063829787234,0.0,0.20851063829787234
delay,9,0.1829787234042553,0.00425531914893617,0.17872340425531916,0.0,0.00851063829787234,0.02127659574468085,0.01702127659574468,0.00851063829787234,0.0,0.19148936170212766
delay,10,0.2297872340425532,0.0,0.19574468085106383,0.0,0.00851063829787234,0.00425531914893617,0.01276595744680851,0.00425531914893617,0.0,0.225531914893617
distortion,1,0.16170212765957448,0.07234042553191489,0.24680851063829787,0.05531914893617021,0.10212765957446808,0.2,0.06808510638297872,0.05531914893617021,0.09787234042553192,0.18723404255319148
distortion,2,0.1148936170212766,0.04680851063829787,0.23829787234042554,0.04680851063829787,0.0851063829787234,0.19148936170212766,0.059574468085106386,0.05531914893617021,0.0851063829787234,0.14893617021276595
distortion,3,0.08936170212765958,0.03829787234042553,0.251063829787234,0.03404255319148936,0.06808510638297872,0.17446808510638298,0.03829787234042553,0.03829787234042553,0.06808510638297872,0.13191489361702127
distortion,4,0.07234042553191489,0.029787234042553193,0.225531914893617,0.02553191489361702,0.05531914893617021,0.15319148936170213,0.02553191489361702,0.03404255319148936,0.07659574468085106,0.09787234042553192
